ratio: 0.1
article_train_X.shape: 1242
article_train_y.shape: 1242
article_test_X.shape: 1384
article_test_y.shape: 1384
Writing to D:\fake_news_detection\runs\1556439652_0.1

2019-04-28T16:20:54.427933: step 1, loss 1.0713, acc 0.609375
2019-04-28T17:21:48.851014: step 6286, loss 0.25396, acc 0.8125
2019-04-28T17:21:49.128638: step 6287, loss 0.264849, acc 0.8125
2019-04-28T17:21:49.363002: step 6288, loss 0.259321, acc 0.828125
2019-04-28T17:21:49.607455: step 6289, loss 0.251329, acc 0.859375
2019-04-28T17:21:49.858493: step 6290, loss 0.434772, acc 0.765625
2019-04-28T17:21:50.097798: step 6291, loss 0.279755, acc 0.78125
2019-04-28T17:21:50.355669: step 6292, loss 0.296167, acc 0.859375
2019-04-28T17:21:50.589730: step 6293, loss 0.217514, acc 0.921875
2019-04-28T17:21:50.840003: step 6294, loss 0.192277, acc 0.84375
2019-04-28T17:21:51.069463: step 6295, loss 0.243318, acc 0.890625
2019-04-28T17:21:51.295430: step 6296, loss 0.298875, acc 0.8125
2019-04-28T17:21:51.539975: step 6297, loss 0.244046, acc 0.890625
2019-04-28T17:21:51.763628: step 6298, loss 0.32342, acc 0.828125
2019-04-28T17:21:51.985621: step 6299, loss 0.34505, acc 0.765625
2019-04-28T17:21:52.214645: step 6300, loss 0.311202, acc 0.765625

Evaluation:
2019-04-28T17:21:53.295789: step 6300, loss 2.10023, acc 0.552746, predictions1384

Saved model checkpoint to D:\fake_news_detection\runs\1556441909_0.3\checkpoints\model-6300

2019-04-28T17:21:53.827896: step 6301, loss 0.266339, acc 0.859375
2019-04-28T17:21:54.052523: step 6302, loss 0.683186, acc 0.796875
2019-04-28T17:21:54.278703: step 6303, loss 0.267974, acc 0.828125
2019-04-28T17:21:54.493285: step 6304, loss 0.238143, acc 0.875
2019-04-28T17:21:54.704502: step 6305, loss 0.285966, acc 0.828125
2019-04-28T17:21:54.918875: step 6306, loss 0.312095, acc 0.796875
2019-04-28T17:21:55.130213: step 6307, loss 0.255124, acc 0.84375
2019-04-28T17:21:55.357339: step 6308, loss 0.244123, acc 0.921875
2019-04-28T17:21:55.569251: step 6309, loss 0.202556, acc 0.875
2019-04-28T17:21:55.783953: step 6310, loss 0.24784, acc 0.921875
2019-04-28T17:21:56.003200: step 6311, loss 0.225852, acc 0.859375
2019-04-28T17:21:56.211535: step 6312, loss 0.234155, acc 0.890625
2019-04-28T17:21:56.354749: step 6313, loss 0.245294, acc 0.8125
2019-04-28T17:21:56.566380: step 6314, loss 0.241528, acc 0.828125
2019-04-28T17:21:56.808415: step 6315, loss 0.276984, acc 0.828125
2019-04-28T17:21:57.029005: step 6316, loss 0.248441, acc 0.875
2019-04-28T17:21:57.250705: step 6317, loss 0.28265, acc 0.859375
2019-04-28T17:21:57.465467: step 6318, loss 0.325663, acc 0.8125
2019-04-28T17:21:57.697751: step 6319, loss 0.258268, acc 0.859375
2019-04-28T17:21:57.967560: step 6320, loss 0.237439, acc 0.84375
2019-04-28T17:21:58.220107: step 6321, loss 0.255546, acc 0.875
2019-04-28T17:21:58.455535: step 6322, loss 0.256682, acc 0.8125
2019-04-28T17:21:58.679690: step 6323, loss 0.369043, acc 0.75
2019-04-28T17:21:58.930409: step 6324, loss 0.268001, acc 0.828125
2019-04-28T17:21:59.169701: step 6325, loss 0.237721, acc 0.875
2019-04-28T17:21:59.426500: step 6326, loss 0.360406, acc 0.78125
2019-04-28T17:21:59.648783: step 6327, loss 0.237057, acc 0.8125
2019-04-28T17:21:59.871190: step 6328, loss 0.237273, acc 0.84375
2019-04-28T17:22:00.107237: step 6329, loss 0.386824, acc 0.796875
2019-04-28T17:22:00.325325: step 6330, loss 0.262083, acc 0.859375
2019-04-28T17:22:00.561512: step 6331, loss 0.303118, acc 0.796875
2019-04-28T17:22:00.800602: step 6332, loss 0.285838, acc 0.828125
2019-04-28T17:22:01.017203: step 6333, loss 0.255272, acc 0.875
2019-04-28T17:22:01.228683: step 6334, loss 0.31016, acc 0.78125
2019-04-28T17:22:01.438144: step 6335, loss 0.267229, acc 0.84375
2019-04-28T17:22:01.648421: step 6336, loss 0.303447, acc 0.796875
2019-04-28T17:22:01.861478: step 6337, loss 0.224316, acc 0.859375
2019-04-28T17:22:02.085842: step 6338, loss 0.325374, acc 0.78125
2019-04-28T17:22:02.308531: step 6339, loss 0.339273, acc 0.734375
2019-04-28T17:22:02.529784: step 6340, loss 0.211058, acc 0.875
2019-04-28T17:22:02.751961: step 6341, loss 0.268249, acc 0.796875
2019-04-28T17:22:02.980569: step 6342, loss 0.298806, acc 0.8125
2019-04-28T17:22:03.243343: step 6343, loss 0.132314, acc 0.9375
2019-04-28T17:22:03.469672: step 6344, loss 0.63267, acc 0.765625
2019-04-28T17:22:03.680836: step 6345, loss 0.233312, acc 0.890625
2019-04-28T17:22:03.898910: step 6346, loss 0.295469, acc 0.765625
2019-04-28T17:22:04.105417: step 6347, loss 0.290569, acc 0.8125
2019-04-28T17:22:04.319706: step 6348, loss 0.259501, acc 0.828125
2019-04-28T17:22:04.562268: step 6349, loss 0.388073, acc 0.734375
2019-04-28T17:22:04.775520: step 6350, loss 0.328147, acc 0.8125
2019-04-28T17:22:04.981865: step 6351, loss 0.313126, acc 0.828125
2019-04-28T17:22:05.203241: step 6352, loss 0.229248, acc 0.84375
2019-04-28T17:22:05.411886: step 6353, loss 0.288225, acc 0.859375
2019-04-28T17:22:05.632004: step 6354, loss 0.280892, acc 0.78125
2019-04-28T17:22:05.866803: step 6355, loss 0.193907, acc 0.90625
2019-04-28T17:22:06.085616: step 6356, loss 0.241871, acc 0.859375
2019-04-28T17:22:06.289438: step 6357, loss 0.272246, acc 0.8125
2019-04-28T17:22:06.506165: step 6358, loss 0.202226, acc 0.875
2019-04-28T17:22:06.721208: step 6359, loss 0.256058, acc 0.90625
2019-04-28T17:22:06.956545: step 6360, loss 0.26808, acc 0.828125
2019-04-28T17:22:07.192944: step 6361, loss 0.26419, acc 0.875
2019-04-28T17:22:07.419813: step 6362, loss 0.228359, acc 0.828125
2019-04-28T17:22:07.643488: step 6363, loss 0.32153, acc 0.859375
2019-04-28T17:22:07.885337: step 6364, loss 0.226604, acc 0.859375
2019-04-28T17:22:08.136495: step 6365, loss 0.258974, acc 0.796875
2019-04-28T17:22:08.380458: step 6366, loss 0.285993, acc 0.796875
2019-04-28T17:22:08.609480: step 6367, loss 0.233488, acc 0.828125
2019-04-28T17:22:08.841241: step 6368, loss 0.329743, acc 0.765625
2019-04-28T17:22:09.070892: step 6369, loss 0.246551, acc 0.8125
2019-04-28T17:22:09.278116: step 6370, loss 0.285135, acc 0.765625
2019-04-28T17:22:09.529253: step 6371, loss 0.23739, acc 0.84375
2019-04-28T17:22:09.680652: step 6372, loss 0.212401, acc 0.9375
2019-04-28T17:22:09.901145: step 6373, loss 0.242073, acc 0.859375
2019-04-28T17:22:10.115192: step 6374, loss 0.220391, acc 0.875
2019-04-28T17:22:10.330469: step 6375, loss 0.430356, acc 0.6875
2019-04-28T17:22:10.551838: step 6376, loss 0.294262, acc 0.796875
2019-04-28T17:22:10.790273: step 6377, loss 0.303139, acc 0.796875
2019-04-28T17:22:11.004508: step 6378, loss 0.281005, acc 0.78125
2019-04-28T17:22:11.236367: step 6379, loss 0.316599, acc 0.8125
2019-04-28T17:22:11.457657: step 6380, loss 0.272909, acc 0.8125
2019-04-28T17:22:11.676740: step 6381, loss 0.224676, acc 0.890625
2019-04-28T17:22:11.904364: step 6382, loss 0.307432, acc 0.78125
2019-04-28T17:22:12.146462: step 6383, loss 0.331752, acc 0.859375
2019-04-28T17:22:12.379143: step 6384, loss 0.298412, acc 0.78125
2019-04-28T17:22:12.592511: step 6385, loss 0.303196, acc 0.796875
2019-04-28T17:22:12.834465: step 6386, loss 0.290071, acc 0.8125
2019-04-28T17:22:13.073712: step 6387, loss 0.237495, acc 0.8125
2019-04-28T17:22:13.319531: step 6388, loss 0.242035, acc 0.859375
2019-04-28T17:22:13.541591: step 6389, loss 0.228402, acc 0.84375
2019-04-28T17:22:13.755656: step 6390, loss 0.263628, acc 0.859375
2019-04-28T17:22:13.990732: step 6391, loss 0.246165, acc 0.84375
2019-04-28T17:22:14.215881: step 6392, loss 0.242587, acc 0.859375
2019-04-28T17:22:14.457667: step 6393, loss 0.263858, acc 0.84375
2019-04-28T17:22:14.681018: step 6394, loss 0.311487, acc 0.765625
2019-04-28T17:22:14.905249: step 6395, loss 0.253945, acc 0.78125
2019-04-28T17:22:15.117424: step 6396, loss 0.276934, acc 0.828125
2019-04-28T17:22:15.330271: step 6397, loss 0.30922, acc 0.875
2019-04-28T17:22:15.547709: step 6398, loss 0.193872, acc 0.90625
2019-04-28T17:22:15.783265: step 6399, loss 0.224205, acc 0.859375
2019-04-28T17:22:15.992315: step 6400, loss 0.294654, acc 0.828125

Evaluation:
2019-04-28T17:22:16.962395: step 6400, loss 1.92358, acc 0.536127, predictions1384

Saved model checkpoint to D:\fake_news_detection\runs\1556441909_0.3\checkpoints\model-6400

2019-04-28T17:22:17.492579: step 6401, loss 0.325556, acc 0.78125
2019-04-28T17:22:17.727269: step 6402, loss 0.259969, acc 0.828125
2019-04-28T17:22:17.966432: step 6403, loss 0.228828, acc 0.875
2019-04-28T17:22:18.208791: step 6404, loss 0.242754, acc 0.890625
2019-04-28T17:22:18.444296: step 6405, loss 0.225415, acc 0.828125
2019-04-28T17:22:18.680367: step 6406, loss 0.250223, acc 0.796875
2019-04-28T17:22:18.919111: step 6407, loss 0.324255, acc 0.828125
2019-04-28T17:22:19.156920: step 6408, loss 0.206918, acc 0.890625
2019-04-28T17:22:19.380206: step 6409, loss 0.251752, acc 0.84375
2019-04-28T17:22:19.630258: step 6410, loss 0.289598, acc 0.78125
2019-04-28T17:22:19.850680: step 6411, loss 0.320707, acc 0.765625
2019-04-28T17:22:20.062416: step 6412, loss 0.285774, acc 0.828125
2019-04-28T17:22:20.282129: step 6413, loss 0.736287, acc 0.78125
2019-04-28T17:22:20.506780: step 6414, loss 0.304102, acc 0.796875
2019-04-28T17:22:20.735567: step 6415, loss 0.24719, acc 0.90625
2019-04-28T17:22:20.970684: step 6416, loss 0.232202, acc 0.796875
2019-04-28T17:22:21.201032: step 6417, loss 0.308354, acc 0.84375
2019-04-28T17:22:21.426070: step 6418, loss 0.243746, acc 0.828125
2019-04-28T17:22:21.641091: step 6419, loss 0.290062, acc 0.8125
2019-04-28T17:22:21.871812: step 6420, loss 0.287311, acc 0.796875
2019-04-28T17:22:22.108499: step 6421, loss 0.211317, acc 0.875
2019-04-28T17:22:22.365861: step 6422, loss 0.273454, acc 0.84375
2019-04-28T17:22:22.599580: step 6423, loss 0.26024, acc 0.859375
2019-04-28T17:22:22.833969: step 6424, loss 0.294378, acc 0.765625
2019-04-28T17:22:23.070867: step 6425, loss 0.206171, acc 0.84375
2019-04-28T17:22:23.304846: step 6426, loss 0.296289, acc 0.890625
2019-04-28T17:22:23.536361: step 6427, loss 0.251816, acc 0.828125
2019-04-28T17:22:23.755807: step 6428, loss 0.198577, acc 0.890625
2019-04-28T17:22:23.965537: step 6429, loss 0.259824, acc 0.859375
2019-04-28T17:22:24.177677: step 6430, loss 0.347148, acc 0.765625
2019-04-28T17:22:24.327233: step 6431, loss 0.273966, acc 0.90625
2019-04-28T17:22:24.551506: step 6432, loss 0.307939, acc 0.78125
2019-04-28T17:22:24.765611: step 6433, loss 0.246176, acc 0.84375
2019-04-28T17:22:24.983306: step 6434, loss 0.346396, acc 0.734375
2019-04-28T17:22:25.195680: step 6435, loss 0.30758, acc 0.78125
2019-04-28T17:22:25.412440: step 6436, loss 0.321147, acc 0.796875
2019-04-28T17:22:25.626200: step 6437, loss 0.246647, acc 0.875
2019-04-28T17:22:25.846476: step 6438, loss 0.317172, acc 0.84375
2019-04-28T17:22:26.064615: step 6439, loss 0.307377, acc 0.78125
2019-04-28T17:22:26.287675: step 6440, loss 0.233561, acc 0.828125
2019-04-28T17:22:26.506392: step 6441, loss 0.219731, acc 0.84375
2019-04-28T17:22:26.719603: step 6442, loss 0.233059, acc 0.859375
2019-04-28T17:22:26.946319: step 6443, loss 0.220437, acc 0.90625
2019-04-28T17:22:27.181922: step 6444, loss 0.333483, acc 0.75
2019-04-28T17:22:27.416170: step 6445, loss 0.290861, acc 0.84375
2019-04-28T17:22:27.641008: step 6446, loss 0.281576, acc 0.84375
2019-04-28T17:22:27.885675: step 6447, loss 0.311946, acc 0.796875
2019-04-28T17:22:28.139557: step 6448, loss 0.25497, acc 0.84375
2019-04-28T17:22:28.395598: step 6449, loss 0.241472, acc 0.828125
2019-04-28T17:22:28.620503: step 6450, loss 0.30336, acc 0.796875
2019-04-28T17:22:28.843511: step 6451, loss 0.360658, acc 0.78125
2019-04-28T17:22:29.094278: step 6452, loss 0.198417, acc 0.921875
2019-04-28T17:22:29.315247: step 6453, loss 0.307479, acc 0.78125
2019-04-28T17:22:29.559157: step 6454, loss 0.287776, acc 0.796875
2019-04-28T17:22:29.789216: step 6455, loss 0.255491, acc 0.84375
2019-04-28T17:22:30.035641: step 6456, loss 0.263825, acc 0.84375
2019-04-28T17:22:30.264340: step 6457, loss 0.298929, acc 0.8125
2019-04-28T17:22:30.493465: step 6458, loss 0.302262, acc 0.734375
2019-04-28T17:22:30.723322: step 6459, loss 0.309408, acc 0.84375
2019-04-28T17:22:30.966373: step 6460, loss 0.259954, acc 0.859375
2019-04-28T17:22:31.197222: step 6461, loss 0.325353, acc 0.78125
2019-04-28T17:22:31.434913: step 6462, loss 0.328979, acc 0.734375
2019-04-28T17:22:31.654616: step 6463, loss 0.211268, acc 0.875
2019-04-28T17:22:31.876750: step 6464, loss 0.285371, acc 0.796875
2019-04-28T17:22:32.116139: step 6465, loss 0.242018, acc 0.859375
2019-04-28T17:22:32.345826: step 6466, loss 0.185697, acc 0.90625
2019-04-28T17:22:32.579208: step 6467, loss 0.370879, acc 0.8125
2019-04-28T17:22:32.814436: step 6468, loss 0.302614, acc 0.765625
2019-04-28T17:22:33.061293: step 6469, loss 0.238801, acc 0.875
2019-04-28T17:22:33.290372: step 6470, loss 0.32027, acc 0.765625
2019-04-28T17:22:33.539766: step 6471, loss 0.2316, acc 0.859375
2019-04-28T17:22:33.766513: step 6472, loss 0.230406, acc 0.875
2019-04-28T17:22:33.991507: step 6473, loss 0.229269, acc 0.875
2019-04-28T17:22:34.207720: step 6474, loss 0.268953, acc 0.859375
2019-04-28T17:22:34.434467: step 6475, loss 0.24272, acc 0.890625
2019-04-28T17:22:34.691205: step 6476, loss 0.255312, acc 0.84375
2019-04-28T17:22:34.922361: step 6477, loss 0.186332, acc 0.90625
2019-04-28T17:22:35.155662: step 6478, loss 0.263867, acc 0.8125
2019-04-28T17:22:35.374667: step 6479, loss 0.241907, acc 0.859375
2019-04-28T17:22:35.592665: step 6480, loss 0.224165, acc 0.859375
2019-04-28T17:22:35.829569: step 6481, loss 0.217404, acc 0.921875
2019-04-28T17:22:36.066473: step 6482, loss 0.277372, acc 0.859375
2019-04-28T17:22:36.285603: step 6483, loss 0.268722, acc 0.828125
2019-04-28T17:22:36.502167: step 6484, loss 0.315482, acc 0.71875
2019-04-28T17:22:36.716291: step 6485, loss 0.29028, acc 0.8125
2019-04-28T17:22:36.939957: step 6486, loss 0.232679, acc 0.828125
2019-04-28T17:22:37.197456: step 6487, loss 0.294011, acc 0.765625
2019-04-28T17:22:37.440245: step 6488, loss 0.225292, acc 0.859375
2019-04-28T17:22:37.664343: step 6489, loss 0.237872, acc 0.875
2019-04-28T17:22:37.830489: step 6490, loss 0.378867, acc 0.84375
2019-04-28T17:22:38.076919: step 6491, loss 0.312265, acc 0.828125
2019-04-28T17:22:38.312770: step 6492, loss 0.347435, acc 0.796875
2019-04-28T17:22:38.552639: step 6493, loss 0.224723, acc 0.859375
2019-04-28T17:22:38.779260: step 6494, loss 0.286574, acc 0.890625
2019-04-28T17:22:39.003195: step 6495, loss 0.25468, acc 0.8125
2019-04-28T17:22:39.218493: step 6496, loss 0.27264, acc 0.8125
2019-04-28T17:22:39.445709: step 6497, loss 0.222648, acc 0.84375
2019-04-28T17:22:39.689354: step 6498, loss 0.241795, acc 0.859375
2019-04-28T17:22:39.920243: step 6499, loss 0.298976, acc 0.8125
2019-04-28T17:22:40.164816: step 6500, loss 0.2991, acc 0.84375

Evaluation:
2019-04-28T17:22:41.205698: step 6500, loss 1.93928, acc 0.544075, predictions1384

Saved model checkpoint to D:\fake_news_detection\runs\1556441909_0.3\checkpoints\model-6500

2019-04-28T17:22:41.731206: step 6501, loss 0.299158, acc 0.875
2019-04-28T17:22:41.940596: step 6502, loss 0.360737, acc 0.78125
2019-04-28T17:22:42.181350: step 6503, loss 0.359035, acc 0.828125
2019-04-28T17:22:42.392828: step 6504, loss 0.325099, acc 0.75
2019-04-28T17:22:42.623708: step 6505, loss 0.255114, acc 0.90625
2019-04-28T17:22:42.870364: step 6506, loss 0.333977, acc 0.75
2019-04-28T17:22:43.115945: step 6507, loss 0.211133, acc 0.875
2019-04-28T17:22:43.342324: step 6508, loss 0.259806, acc 0.859375
2019-04-28T17:22:43.583100: step 6509, loss 0.217435, acc 0.890625
2019-04-28T17:22:43.810055: step 6510, loss 0.299097, acc 0.8125
2019-04-28T17:22:44.029096: step 6511, loss 0.352328, acc 0.78125
2019-04-28T17:22:44.261729: step 6512, loss 0.255573, acc 0.84375
2019-04-28T17:22:44.481177: step 6513, loss 0.307631, acc 0.828125
2019-04-28T17:22:44.698659: step 6514, loss 0.351887, acc 0.71875
2019-04-28T17:22:44.940977: step 6515, loss 0.232771, acc 0.890625
2019-04-28T17:22:45.175105: step 6516, loss 0.23718, acc 0.875
2019-04-28T17:22:45.396870: step 6517, loss 0.228582, acc 0.875
2019-04-28T17:22:45.608400: step 6518, loss 0.378664, acc 0.65625
2019-04-28T17:22:45.819707: step 6519, loss 0.268178, acc 0.828125
2019-04-28T17:22:46.044566: step 6520, loss 0.219797, acc 0.875
2019-04-28T17:22:46.282599: step 6521, loss 0.379848, acc 0.71875
2019-04-28T17:22:46.531497: step 6522, loss 0.193584, acc 0.875
2019-04-28T17:22:46.760468: step 6523, loss 0.215235, acc 0.890625
2019-04-28T17:22:46.996160: step 6524, loss 0.2427, acc 0.828125
2019-04-28T17:22:47.224195: step 6525, loss 0.258391, acc 0.796875
2019-04-28T17:22:47.490378: step 6526, loss 0.35521, acc 0.859375
2019-04-28T17:22:47.727162: step 6527, loss 0.237882, acc 0.84375
2019-04-28T17:22:47.993418: step 6528, loss 0.241686, acc 0.859375
2019-04-28T17:22:48.239928: step 6529, loss 0.272518, acc 0.84375
2019-04-28T17:22:48.479326: step 6530, loss 0.237451, acc 0.84375
2019-04-28T17:22:48.731510: step 6531, loss 0.276944, acc 0.796875
2019-04-28T17:22:48.985723: step 6532, loss 0.286739, acc 0.765625
2019-04-28T17:22:49.232100: step 6533, loss 0.189383, acc 0.890625
2019-04-28T17:22:49.456335: step 6534, loss 0.345313, acc 0.765625
2019-04-28T17:22:49.688336: step 6535, loss 0.303225, acc 0.796875
2019-04-28T17:22:49.938301: step 6536, loss 0.202495, acc 0.84375
2019-04-28T17:22:50.168454: step 6537, loss 0.303299, acc 0.859375
2019-04-28T17:22:50.405302: step 6538, loss 0.292461, acc 0.8125
2019-04-28T17:22:50.656362: step 6539, loss 0.237282, acc 0.84375
2019-04-28T17:22:50.889717: step 6540, loss 0.211849, acc 0.875
2019-04-28T17:22:51.143064: step 6541, loss 0.27753, acc 0.796875
2019-04-28T17:22:51.388664: step 6542, loss 0.241803, acc 0.859375
2019-04-28T17:22:51.625639: step 6543, loss 0.281058, acc 0.78125
2019-04-28T17:22:51.870384: step 6544, loss 0.246634, acc 0.84375
2019-04-28T17:22:52.104075: step 6545, loss 0.284795, acc 0.8125
2019-04-28T17:22:52.359158: step 6546, loss 0.256587, acc 0.859375
2019-04-28T17:22:52.602666: step 6547, loss 0.286084, acc 0.828125
2019-04-28T17:22:52.857634: step 6548, loss 0.304845, acc 0.765625
2019-04-28T17:22:53.024753: step 6549, loss 0.422018, acc 0.75
2019-04-28T17:22:53.275384: step 6550, loss 0.277894, acc 0.828125
2019-04-28T17:22:53.508551: step 6551, loss 0.242313, acc 0.828125
2019-04-28T17:22:53.758970: step 6552, loss 0.212275, acc 0.875
2019-04-28T17:22:54.006308: step 6553, loss 0.185561, acc 0.9375
2019-04-28T17:22:54.242557: step 6554, loss 0.262893, acc 0.859375
2019-04-28T17:22:54.493875: step 6555, loss 0.251044, acc 0.890625
2019-04-28T17:22:54.732721: step 6556, loss 0.289962, acc 0.78125
2019-04-28T17:22:54.972105: step 6557, loss 0.250393, acc 0.828125
2019-04-28T17:22:55.231867: step 6558, loss 0.224709, acc 0.859375
2019-04-28T17:22:55.472867: step 6559, loss 0.298833, acc 0.8125
2019-04-28T17:22:55.712491: step 6560, loss 0.255156, acc 0.875
2019-04-28T17:22:55.952301: step 6561, loss 0.250633, acc 0.859375
2019-04-28T17:22:56.191867: step 6562, loss 0.30991, acc 0.765625
2019-04-28T17:22:56.453025: step 6563, loss 0.23858, acc 0.84375
2019-04-28T17:22:56.694667: step 6564, loss 0.273726, acc 0.75
2019-04-28T17:22:56.936931: step 6565, loss 0.378213, acc 0.75
2019-04-28T17:22:57.180895: step 6566, loss 0.206843, acc 0.859375
2019-04-28T17:22:57.429992: step 6567, loss 0.416927, acc 0.671875
2019-04-28T17:22:57.700911: step 6568, loss 0.220082, acc 0.84375
2019-04-28T17:22:57.980902: step 6569, loss 0.259238, acc 0.828125
2019-04-28T17:22:58.259384: step 6570, loss 0.294919, acc 0.859375
2019-04-28T17:22:58.514521: step 6571, loss 0.270333, acc 0.828125
2019-04-28T17:22:58.769557: step 6572, loss 0.254515, acc 0.8125
2019-04-28T17:22:59.049101: step 6573, loss 0.295982, acc 0.828125
2019-04-28T17:22:59.298557: step 6574, loss 0.216645, acc 0.921875
2019-04-28T17:22:59.558208: step 6575, loss 0.273548, acc 0.90625
2019-04-28T17:22:59.812585: step 6576, loss 0.254941, acc 0.84375
2019-04-28T17:23:00.087681: step 6577, loss 0.286055, acc 0.828125
2019-04-28T17:23:00.356728: step 6578, loss 0.294588, acc 0.828125
2019-04-28T17:23:00.613480: step 6579, loss 0.320403, acc 0.765625
2019-04-28T17:23:00.872780: step 6580, loss 0.242266, acc 0.890625
2019-04-28T17:23:01.145215: step 6581, loss 0.611872, acc 0.765625
2019-04-28T17:23:01.387699: step 6582, loss 0.207383, acc 0.921875
2019-04-28T17:23:01.655498: step 6583, loss 0.364686, acc 0.765625
2019-04-28T17:23:01.909507: step 6584, loss 0.27998, acc 0.765625
2019-04-28T17:23:02.160061: step 6585, loss 0.33349, acc 0.71875
2019-04-28T17:23:02.403305: step 6586, loss 0.295324, acc 0.796875
2019-04-28T17:23:02.668324: step 6587, loss 0.305439, acc 0.828125
2019-04-28T17:23:02.980623: step 6588, loss 0.248425, acc 0.875
2019-04-28T17:23:03.252613: step 6589, loss 0.257731, acc 0.84375
2019-04-28T17:23:03.503275: step 6590, loss 0.237453, acc 0.8125
2019-04-28T17:23:03.745040: step 6591, loss 0.277111, acc 0.796875
2019-04-28T17:23:04.014663: step 6592, loss 0.321311, acc 0.84375
2019-04-28T17:23:04.288412: step 6593, loss 0.242658, acc 0.828125
2019-04-28T17:23:04.524824: step 6594, loss 0.263834, acc 0.84375
2019-04-28T17:23:04.775774: step 6595, loss 0.32605, acc 0.875
2019-04-28T17:23:05.026631: step 6596, loss 0.297067, acc 0.859375
2019-04-28T17:23:05.306956: step 6597, loss 0.224543, acc 0.890625
2019-04-28T17:23:05.564728: step 6598, loss 0.2379, acc 0.84375
2019-04-28T17:23:05.803175: step 6599, loss 0.258845, acc 0.765625
2019-04-28T17:23:06.040360: step 6600, loss 0.225042, acc 0.890625

Evaluation:
2019-04-28T17:23:07.217680: step 6600, loss 1.95645, acc 0.537572, predictions1384

Saved model checkpoint to D:\fake_news_detection\runs\1556441909_0.3\checkpoints\model-6600

2019-04-28T17:23:07.747675: step 6601, loss 0.217932, acc 0.859375
2019-04-28T17:23:08.023347: step 6602, loss 0.241608, acc 0.828125
2019-04-28T17:23:08.257633: step 6603, loss 0.247168, acc 0.875
2019-04-28T17:23:08.484547: step 6604, loss 0.329669, acc 0.671875
2019-04-28T17:23:08.711176: step 6605, loss 0.295927, acc 0.765625
2019-04-28T17:23:08.929241: step 6606, loss 0.281186, acc 0.8125
2019-04-28T17:23:09.168320: step 6607, loss 0.259495, acc 0.859375
2019-04-28T17:23:09.310200: step 6608, loss 0.290211, acc 0.84375
2019-04-28T17:23:09.535751: step 6609, loss 0.309558, acc 0.78125
2019-04-28T17:23:09.755688: step 6610, loss 0.245765, acc 0.8125
2019-04-28T17:23:09.975898: step 6611, loss 0.289974, acc 0.8125
2019-04-28T17:23:10.198973: step 6612, loss 0.224583, acc 0.890625
2019-04-28T17:23:10.443358: step 6613, loss 0.259684, acc 0.859375
2019-04-28T17:23:10.670275: step 6614, loss 0.236973, acc 0.8125
2019-04-28T17:23:10.899325: step 6615, loss 0.189427, acc 0.921875
2019-04-28T17:23:11.111225: step 6616, loss 0.290392, acc 0.84375
2019-04-28T17:23:11.329207: step 6617, loss 0.271914, acc 0.78125
2019-04-28T17:23:11.570973: step 6618, loss 0.242586, acc 0.921875
2019-04-28T17:23:11.809356: step 6619, loss 0.255725, acc 0.8125
2019-04-28T17:23:12.034394: step 6620, loss 0.280016, acc 0.828125
2019-04-28T17:23:12.250952: step 6621, loss 0.272766, acc 0.78125
2019-04-28T17:23:12.489814: step 6622, loss 0.206914, acc 0.859375
2019-04-28T17:23:12.707280: step 6623, loss 0.395213, acc 0.71875
2019-04-28T17:23:12.988908: step 6624, loss 0.212162, acc 0.9375
2019-04-28T17:23:13.248476: step 6625, loss 0.228294, acc 0.8125
2019-04-28T17:23:13.499988: step 6626, loss 0.243595, acc 0.890625
2019-04-28T17:23:13.745485: step 6627, loss 0.281734, acc 0.84375
2019-04-28T17:23:14.005521: step 6628, loss 0.294175, acc 0.765625
2019-04-28T17:23:14.269383: step 6629, loss 0.298744, acc 0.78125
2019-04-28T17:23:14.516669: step 6630, loss 0.269104, acc 0.859375
2019-04-28T17:23:14.769680: step 6631, loss 0.281224, acc 0.8125
2019-04-28T17:23:15.011530: step 6632, loss 0.329643, acc 0.796875
2019-04-28T17:23:15.273213: step 6633, loss 0.250833, acc 0.828125
2019-04-28T17:23:15.569857: step 6634, loss 0.286427, acc 0.828125
2019-04-28T17:23:15.820930: step 6635, loss 0.252789, acc 0.859375
2019-04-28T17:23:16.093154: step 6636, loss 0.215356, acc 0.828125
2019-04-28T17:23:16.329608: step 6637, loss 0.467716, acc 0.765625
2019-04-28T17:23:16.557269: step 6638, loss 0.264148, acc 0.84375
2019-04-28T17:23:16.847262: step 6639, loss 0.273062, acc 0.84375
2019-04-28T17:23:17.102745: step 6640, loss 0.320816, acc 0.796875
2019-04-28T17:23:17.344259: step 6641, loss 0.290804, acc 0.875
2019-04-28T17:23:17.590489: step 6642, loss 0.294856, acc 0.828125
2019-04-28T17:23:17.836478: step 6643, loss 0.265756, acc 0.8125
2019-04-28T17:23:18.128749: step 6644, loss 0.290789, acc 0.875
2019-04-28T17:23:18.403948: step 6645, loss 0.264886, acc 0.84375
2019-04-28T17:23:18.643536: step 6646, loss 0.206443, acc 0.859375
2019-04-28T17:23:18.882995: step 6647, loss 0.537113, acc 0.78125
2019-04-28T17:23:19.118038: step 6648, loss 0.237867, acc 0.90625
2019-04-28T17:23:19.360810: step 6649, loss 0.31656, acc 0.8125
2019-04-28T17:23:19.619548: step 6650, loss 0.285158, acc 0.765625
